id	artist	album	year	lane	secondary	priority	start_here	lineage
A2388	Townes Van Zandt	Delta Momma Blues	1970	V24		Recommended		Bridges the early Poppy Records run with the harder-touring, harder-drinking persona that Blaze Foley and the outlaw wing of the Texas scene would later pick up wholesale.
A2389	Townes Van Zandt	High, Low and In Between	1971	V24		Recommended		'To Live Is to Fly' became a widely covered standard, carrying the Poppy Records-era songwriting into the alt-country and indie-folk generations, whose hushed songwriting often sounds indebted to it.
A2390	Jerry Jeff Walker	Jerry Jeff Walker	1972	V24		Recommended		Marks Walker's turn from Greenwich Village folk toward the Austin cosmic-cowboy scene that would produce ¡Viva Terlingua! a year later, and helped introduce Guy Clark's songwriting to a wider audience.
A2391	Michael Martin Murphey	Geronimo's Cadillac	1972	V24		Essential		Feeds the same Austin circle that produced Jerry Jeff Walker's Viva Terlingua, which covered its 'Backslider's Wine'; Murphey would name the 'cosmic cowboy' scene on his next album.
A2392	Townes Van Zandt	The Late Great Townes Van Zandt	1972	V24		Essential		Contains the two songs ('Pancho and Lefty,' 'If I Needed You') most responsible for carrying Townes's name past the Texas songwriter circle into outlaw and mainstream country.
A2393	Willis Alan Ramsey	Willis Alan Ramsey	1972	V24		Essential		A key Austin-scene contemporary of Jerry Jeff Walker and Guy Clark; 'Ballad of Spider John' and 'Muskrat Candlelight' were widely covered and helped establish the Austin songwriter circle's reputation in Nashville and beyond.
A2394	B.W. Stevenson	My Maria	1973	V24		Recommended		Part of the Austin cosmic-cowboy circle around Murphey and Steve Fromholz; its crossover success showed Nashville and the pop charts that Austin's songwriters could compete commercially, briefly.
A2395	Doug Sahm	Doug Sahm and Band	1973	V24		Essential		A hub record for the whole scene, pulling in Bob Dylan as a collaborator and folding conjunto, Western swing and honky-tonk into a single album the way the Austin and San Antonio scenes were doing on stage.
A2396	Doug Sahm	Texas Tornado	1973	V24		Recommended		Companion record to Doug Sahm and Band, further cementing the Tex-Mex/country/soul fusion that made Sahm a bridge figure between the Austin scene and San Antonio's conjunto tradition.
A2397	Jerry Jeff Walker	¡Viva Terlingua!	1973	V24		Essential		The clearest document of the cosmic-cowboy/progressive-country scene that Michael Martin Murphey and Willie Nelson's move to Austin also fed; the outlaw movement's live, unpolished aesthetic sounds close to it.
A2398	Kinky Friedman	Sold American	1973	V24		Essential		A satirical, provocation-first extension of the outlaw-country scene around Willie Nelson and Waylon Jennings; its funny-sad, taboo-baiting songwriting anticipates the deadpan school that runs from John Prine through Drag City decades later.
A2399	Michael Martin Murphey	Cosmic Cowboy Souvenir	1973	V24		Recommended		Gave the 'cosmic cowboy' scene its name, directly describing the same Austin crowd (Jerry Jeff Walker, Willie Nelson, Rusty Wier) that the rest of this lane's Austin artists belonged to.
A2400	Kinky Friedman	Kinky Friedman	1974	V24		Deep cut		A continuation of the Sold American persona within the outlaw-country mainstream.
A2401	Guy Clark	Old No. 1	1975	V24		Essential	Y	Grew out of the same Houston folk scene as Townes Van Zandt and Mickey Newbury; Clark mentored Rodney Crowell and Steve Earle, and the Nashville songwriter tradition that follows sounds indebted to its detail-driven craft.
A2402	Ray Wylie Hubbard	Ray Wylie Hubbard and the Cowboy Twinkies	1975	V24		Recommended		Hubbard's songwriting was already central to the outlaw-country scene via Jerry Jeff Walker's recording of 'Redneck Mother', tying this record directly to the ¡Viva Terlingua! circle.
A2403	Rusty Wier	Don't It Make You Wanna Dance?	1975	V24		Recommended		Represents the dancehall, bar-band end of the Austin cosmic-cowboy scene alongside Jerry Jeff Walker's Lost Gonzo Band and Michael Martin Murphey's early records.
A2404	Terry Allen	Juarez	1975	V24		Essential		Allen came out of Lubbock alongside the Flatlanders' circle; Juarez's conceptual, gothic storytelling sounds like a forerunner of the Southern-gothic strain later heard in Drive-By Truckers and Jason Molina.
A2405	Guy Clark	Texas Cookin'	1976	V24		Recommended		A direct continuation of the Old No. 1 songwriting style, later covered and cited by Rodney Crowell and the wider Nashville songwriter circle Clark helped seed.
A2406	Steve Fromholz	A Rumor in My Own Time	1976	V24		Recommended		A central Austin-scene songwriter alongside Guy Clark and Jerry Jeff Walker; 'Texas Trilogy' was later covered by Lyle Lovett and remains one of the enduring pieces of writing from the progressive-country movement.
A2407	Joe Ely	Joe Ely	1977	V24		Essential		Grew directly out of the Flatlanders and Butch Hancock's songwriting; the alt-country bands of a decade later sound indebted to its full-band, rock-forward take on West Texas songwriting.
A2408	Townes Van Zandt	Live at the Old Quarter, Houston, Texas	1977	V24		Essential		The touchstone live solo singer-songwriter record for the Texas lane; later stripped-down live documents by Guy Clark and Robert Earl Keen sound like they follow its model.
A2409	Butch Hancock	West Texas Waltzes & Dust-Blown Tractor Tunes	1978	V24		Essential		Established Hancock as the songwriter engine of the Lubbock triangle, supplying material that Joe Ely turned into full-band rock and Jimmie Dale Gilmore turned into honky-tonk covers throughout the 1980s.
A2410	Guy Clark	Guy Clark	1978	V24		Recommended		Closes the 1970s run of Guy Clark records that established the songwriting standard Texas and Nashville songwriters kept measuring themselves against for decades after.
A2411	Joe Ely	Honky Tonk Masquerade	1978	V24		Essential		Showcases Butch Hancock's songwriting through Ely's rocking band arrangements, a combination the Uncle Tupelo/alt-country generation's hard-driving country songwriting sounds indebted to.
A2412	Nanci Griffith	There's a Light Beyond These Woods	1978	V24	V13	Recommended		The starting point of Griffith's career in the Texas folk scene that also produced Lyle Lovett and Robert Earl Keen; her plainspoken, small-town storytelling sounds indebted to Guy Clark's example.
A2413	Ray Wylie Hubbard	Off the Wall	1978	V24		Recommended		Reclaims 'Redneck Mother' for its own writer after Jerry Jeff Walker's Viva Terlingua made it an outlaw-country standard, closing the loop on one of the scene's most-covered songs.
A2414	Townes Van Zandt	Flyin' Shoes	1978	V24		Recommended		Closes out the classic-era Townes catalog before the long gap to At My Window, and 'No Place to Fall' became another widely covered standard for the Texas songwriter tradition.
A2415	Joe Ely	Down on the Drag	1979	V24		Recommended		Its harder edge sounds like it anticipates the punk-adjacent audience Ely found when the Clash took his band on tour the following year.
A2416	Terry Allen	Lubbock (on everything)	1979	V24		Essential		Shares players such as Lloyd Maines with Joe Ely's late-'70s records, and Drive-By Truckers' and Todd Snider's funny-bleak Southern narratives sound indebted to its satirical small-town storytelling.
A2417	Butch Hancock	Diamond Hill	1980	V24		Deep cut		Continues the self-released, DIY model Hancock kept using throughout his career, a direct precedent for the independent-label ethos later Texas and alt-country songwriters relied on.
A2418	Joe Ely	Live Shots	1980	V24		Recommended		A direct product of the Clash/Joe Ely Band connection, one of the clearest real-world links between Texas progressive country and the UK punk scene of the same moment.
A2419	Robert Earl Keen	No Kinda Dancer	1984	V24		Essential		Documents the mid-1980s Texas A&M/Austin songwriter circle that produced both Keen and Lyle Lovett, a direct continuation of the Guy Clark/Townes Van Zandt storytelling tradition into the next generation.
A2420	Townes Van Zandt	At My Window	1987	V24	V13	Essential		An essential later record that carried Townes's songwriting into the emerging Americana world, where songwriters like Nanci Griffith, Lyle Lovett and Robert Earl Keen sound close to his example.
A2421	Jimmie Dale Gilmore	Fair & Square	1988	V24	V13	Essential		An essential later record from the Lubbock triangle, turning Butch Hancock's songwriting into classic honky-tonk vocal performance.
A2422	Blaze Foley	Live at the Austin Outhouse	1989	V24		Essential		Documents the Austin outlaw-folk fringe around Townes Van Zandt that Foley belonged to; 'If I Could Only Fly' was recorded by Merle Haggard and 'Clay Pigeons' by John Prine, carrying his songwriting far past the small club it was taped in.
A2423	Jimmie Dale Gilmore	Jimmie Dale Gilmore	1989	V24		Recommended		Deepens the honky-tonk-by-way-of-Lubbock sound Gilmore established on Fair & Square, bridging the Flatlanders' 1972 sessions and his eventual mainstream Nashville-adjacent career.
A2424	Robert Earl Keen	West Textures	1989	V24	V13	Essential		Keen's storytelling sounds grown directly out of Guy Clark and Townes Van Zandt's example, and 'The Road Goes On Forever' became a widely covered anthem for the Texas/Red Dirt country scene of the 1990s and 2000s.
A2425	The Flatlanders	More a Legend Than a Band	1990	V24		Essential		The founding document of the Lubbock songwriter triangle, sending Gilmore, Ely and Hancock off on separate solo careers that fed back into the same scene; later alt-country writers' fascination with lost, authentic records sounds shaped by its legend.
A2426	Guy Clark	Dublin Blues	1995	V24	V13	Essential		Shows the Old No. 1 songwriting style fully matured, and sits comfortably beside the 1990s Americana records of Rodney Crowell and Steve Earle, which share its plainspoken approach.
A2427	Guy Clark	Cold Dog Soup	1999	V24	V13	Recommended		Its cover of Steve Earle's Townes Van Zandt tribute ties Clark's 1970s Texas songwriting circle directly to the Americana format that formed around it.
A2428	Blaze Foley	The Dawg Years	2010	V24		Deep cut		An archival release of pre-fame recordings by the same Austin outlaw-folk songwriter documented on Live at the Austin Outhouse, filling out the picture of Foley's writing before Townes Van Zandt and the Outhouse crowd took notice of him.
A2429	Lee Hazlewood	Trouble Is a Lonesome Town	1963	V25		Recommended		Within Hazlewood's own catalog it sets up the narrated, character-driven persona of his later albums, and its narrated-town format sounds like an early model for the storytelling song cycles this lane is built around.
A2430	Fred Neil	Fred Neil	1966	V25		Essential		A cornerstone Greenwich Village folk record; Karen Dalton, who worked the same Village circuit as Neil, and later country-folk storytellers sound indebted to its plain, image-based songwriting and warm baritone delivery.
A2431	Tim Hardin	Tim Hardin 1	1966	V25		Essential		Part of the same Greenwich Village folk circuit as Fred Neil and Karen Dalton; his songs were widely covered by other singers, and later confessional singer-songwriters sound indebted to its plain, direct writing.
A2432	Bobbie Gentry	Ode to Billie Joe	1967	V25		Essential		Set a template for Southern gothic narrative songwriting that later Delta-set storytellers, including Prine's Kentucky material and the modern Southern storytelling rock lane, draw on.
